iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,AOX,147,4,46,5,5,32,4,5,11,8,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0.00219665,0.0106569,0.206125
10,AOX,207,9,45,5,10,43,1,10,12,19,15,47,0,0,0,0,0,0,0,0,0,0,0,0,0.00213348,0.0169531,0.125847
20,AOX,152,7,63,6,5,23,5,8,7,8,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0021116,0.010067,0.209756
30,AOX,26,3,11,1,0,8,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.00205984,0.00641134,0.321281
40,AOX,115,5,37,6,2,14,7,9,11,6,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0.00211707,0.00994602,0.212856
50,AOX,58,5,29,1,0,4,1,1,3,10,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0.000146801,0.00948198,0.0154821
60,AOX,176,5,48,9,8,36,2,6,26,9,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0.00215388,0.0114158,0.188675
70,AOX,160,5,57,11,1,30,4,4,9,9,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0.00208595,0.0137368,0.151852
80,AOX,161,4,57,3,6,29,4,4,13,12,7,26,0,0,0,0,0,0,0,0,0,0,0,0,0.00213928,0.0106149,0.201537
90,AOX,117,6,25,2,4,24,3,9,9,8,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0.00212716,0.0131507,0.161753
100,AOX,132,6,43,8,11,9,5,3,17,3,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0.00213395,0.0116613,0.182994
110,AOX,184,6,40,7,5,43,1,11,11,11,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0.00214372,0.0119872,0.178833
120,AOX,68,4,18,2,1,16,1,2,5,7,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0.00213619,0.00882721,0.242
130,AOX,108,8,22,9,5,19,4,5,7,8,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0.00211625,0.0115007,0.18401
140,AOX,103,5,32,7,4,16,4,8,4,5,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0.00211896,0.00903135,0.234623
150,AOX,156,4,40,7,4,34,3,13,14,15,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0.00210026,0.0102463,0.204978
160,AOX,178,6,54,7,8,30,3,8,14,17,6,31,0,0,0,0,0,0,0,0,0,0,0,0,0.00215794,0.0129442,0.166711
170,AOX,99,5,17,4,4,18,2,6,8,9,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0.0021597,0.00931865,0.23176
180,AOX,185,5,55,11,12,33,7,6,13,14,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0.00215264,0.0111257,0.193485
190,AOX,78,4,25,0,3,19,2,3,10,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0020944,0.00694617,0.301519
200,AOX,43,3,12,6,2,8,1,3,4,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0.00209634,0.00648336,0.323342
210,AOX,84,5,18,10,5,21,1,1,10,5,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0.000147561,0.0081148,0.0181842
220,AOX,139,6,44,9,5,28,5,4,17,2,8,17,42,5,19,2,0,4,2,0,1,7,1,6,0.00211908,0.0177392,0.119458
230,AOX,230,7,71,12,8,31,4,9,13,22,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0.00208958,0.0177485,0.117733
240,AOX,82,4,28,7,5,10,0,4,6,6,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0.00207234,0.00799851,0.259091
250,AOX,135,5,42,8,3,24,0,2,16,14,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0021283,0.0117294,0.181451
