iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,GLOX,159,7,30,2,2,34,3,5,9,13,10,51,0,0,0,0,0,0,0,0,0,0,0,0,0.00501206,0.0181727,0.275803
10,GLOX,157,5,43,7,12,21,6,6,6,19,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0.00486149,0.013349,0.364184
20,GLOX,168,8,32,3,7,34,5,4,4,10,13,56,0,0,0,0,0,0,0,0,0,0,0,0,0.00502383,0.0183944,0.273118
30,GLOX,110,7,31,0,3,22,3,3,7,9,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0.00625318,0.013228,0.472723
40,GLOX,110,9,31,2,3,23,1,2,6,6,9,27,172,7,38,4,1,31,6,2,6,12,7,65,0.00491151,0.0347074,0.141512
50,GLOX,151,6,37,5,1,32,5,5,10,14,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0.00496233,0.0162574,0.305236
60,GLOX,135,6,30,5,3,27,3,6,3,9,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0.00495122,0.0133494,0.370894
70,GLOX,140,6,36,6,6,22,2,3,4,11,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0.00506257,0.0152,0.333063
80,GLOX,118,5,28,1,5,24,8,7,4,10,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0.000784345,0.0131641,0.0595819
90,GLOX,122,4,33,1,4,29,4,4,5,10,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0.00508557,0.012191,0.417157
100,GLOX,45,4,14,0,2,9,1,2,3,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.000866026,0.0104019,0.0832564
110,GLOX,105,5,34,4,2,18,5,2,2,7,6,25,51,6,7,0,2,10,1,0,1,4,3,23,0.000761555,0.0230529,0.0330351
120,GLOX,125,5,29,4,4,27,2,4,3,7,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0.00490174,0.0132822,0.369046
130,GLOX,129,6,39,2,2,25,4,4,6,9,11,27,87,5,14,2,2,13,0,2,5,2,3,44,0.00486828,0.0255849,0.190279
140,GLOX,27,3,11,1,0,4,1,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0.000760015,0.00812362,0.0935562
150,GLOX,133,5,35,7,4,22,4,8,8,12,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0.000769206,0.0139822,0.0550134
160,GLOX,213,6,57,17,8,34,5,9,7,19,9,48,0,0,0,0,0,0,0,0,0,0,0,0,0.00493585,0.0174148,0.283429
170,GLOX,162,5,47,4,3,34,8,5,5,10,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0.000789676,0.0135942,0.058089
180,GLOX,162,5,47,2,3,25,2,5,11,15,14,38,54,5,9,0,3,10,0,1,2,1,5,23,0.00520853,0.0265083,0.196487
190,GLOX,130,5,22,7,5,27,7,3,16,11,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0.00467389,0.0114922,0.4067
200,GLOX,98,6,16,1,4,18,5,7,12,3,9,23,87,8,18,4,3,15,3,1,1,6,3,33,0.00482685,0.0300887,0.160421
210,GLOX,167,8,38,3,6,30,5,5,7,12,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0.00481782,0.0184422,0.261239
220,GLOX,112,10,24,2,4,24,1,4,0,6,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0.00470855,0.0170942,0.275448
230,GLOX,175,6,27,4,8,46,10,4,7,9,7,53,0,0,0,0,0,0,0,0,0,0,0,0,0.00481996,0.0179302,0.268818
240,GLOX,75,5,16,2,3,16,3,1,3,6,2,23,14,3,3,0,0,0,0,1,1,1,0,8,0.00462953,0.0180477,0.256517
250,GLOX,17,3,11,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.000756445,0.00825985,0.091581
260,GLOX,93,6,35,2,1,13,4,1,7,3,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0.000765705,0.0114399,0.0669327
270,GLOX,51,4,14,1,6,9,0,2,5,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0.000763625,0.00860778,0.0887134
280,GLOX,71,7,19,3,1,14,0,3,2,6,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0.000763055,0.0116047,0.0657538
290,GLOX,129,5,35,5,3,12,4,3,6,9,11,41,47,5,14,1,0,9,0,0,5,2,3,13,0.000761305,0.0230058,0.0330919
300,GLOX,76,3,28,1,2,21,3,3,2,4,6,6,36,4,5,2,4,5,1,2,2,2,2,11,0.00478215,0.020581,0.232357
310,GLOX,64,5,17,0,1,12,0,1,6,3,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0.00470273,0.0106087,0.443291
320,GLOX,137,6,26,2,4,37,2,6,4,13,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0.000759705,0.0126765,0.0599303
330,GLOX,109,4,27,1,2,26,2,6,10,5,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0.00468047,0.0117538,0.39821
340,GLOX,40,4,14,0,2,7,1,0,1,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0.000768716,0.00936823,0.0820556
350,GLOX,125,6,25,4,2,26,0,3,6,10,8,41,0,0,0,0,0,0,0,0,0,0,0,0,0.000765745,0.016481,0.0464624
360,GLOX,190,9,46,8,6,33,4,6,8,18,13,48,191,7,41,8,6,24,4,3,10,21,22,52,0.00481805,0.0353235,0.136398
370,GLOX,108,4,26,2,3,26,1,2,3,6,6,33,61,6,14,1,1,12,0,1,5,0,2,25,0.00468165,0.0236634,0.197843
380,GLOX,92,5,29,4,4,17,4,3,5,1,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0.00468287,0.0112931,0.414668
390,GLOX,44,6,13,0,1,14,1,1,2,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0.000765885,0.00984771,0.0777729
400,GLOX,88,4,22,2,3,21,1,3,4,11,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0.000759106,0.011913,0.0637206
410,GLOX,102,5,38,2,3,16,3,2,3,6,9,20,8,3,3,0,1,1,1,0,0,0,0,2,0.00467885,0.0181802,0.25736
420,GLOX,141,7,37,7,6,31,9,2,3,8,10,28,30,5,1,0,0,4,1,0,2,0,1,21,0.0047152,0.026516,0.177825
430,GLOX,153,6,36,3,3,33,4,12,8,12,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0.00462556,0.0129132,0.358205
440,GLOX,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000758625,0.0066776,0.113607
450,GLOX,76,5,25,1,5,17,1,0,3,6,4,14,46,4,15,1,2,9,0,3,0,1,2,13,0.000756835,0.0235053,0.0321985
460,GLOX,75,5,18,1,2,15,3,0,2,8,2,24,118,7,35,4,4,18,7,6,3,7,7,27,0.00462936,0.0273347,0.169359
470,GLOX,46,4,12,0,1,7,2,2,3,3,4,12,28,4,0,1,0,6,0,0,2,4,3,12,0.000757795,0.0188634,0.0401728
480,GLOX,86,4,28,2,8,16,4,0,1,7,5,15,165,6,43,7,4,36,3,6,6,11,8,41,0.00465936,0.0273359,0.170448
490,GLOX,105,4,17,3,3,24,7,5,6,15,6,19,7,3,1,0,0,2,1,0,0,1,0,2,0.000766705,0.0169225,0.0453069
500,GLOX,69,4,17,1,3,17,1,2,0,5,4,19,23,4,8,1,0,4,0,1,2,0,0,7,0.00465007,0.0226147,0.205622
510,GLOX,46,3,14,0,1,9,2,2,4,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0.000756625,0.00748179,0.101129
520,GLOX,69,6,18,4,1,12,1,5,6,5,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0.000758895,0.0111209,0.0682405
530,GLOX,45,3,16,1,5,4,4,2,3,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0.000757905,0.00814242,0.0930811
540,GLOX,38,4,11,3,2,6,0,0,1,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0.000762966,0.00816808,0.0934083
550,GLOX,73,6,24,3,2,14,2,0,4,3,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0.000755995,0.0130004,0.0581516
560,GLOX,100,5,32,2,5,18,0,5,2,13,2,21,132,4,32,6,7,18,2,7,9,7,14,30,0.00461671,0.0244625,0.188726
570,GLOX,64,4,17,3,2,15,2,2,2,7,4,10,0,3,0,0,0,0,0,0,0,0,0,0,0.000758345,0.0154883,0.0489625
580,GLOX,83,5,18,4,5,13,1,3,4,4,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0.00460755,0.0106148,0.434067
590,GLOX,73,4,21,2,3,19,0,2,5,2,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0.00457758,0.00956288,0.478683
600,GLOX,108,7,31,2,1,19,5,2,7,9,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0.000755995,0.0146679,0.0515409
