iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,PL,256,5,96,25,8,26,8,3,20,17,21,32,0,3,0,0,0,0,0,0,0,0,0,0,0.0324571,0.0233768,1.38843
10,PL,266,6,95,5,6,37,12,3,17,20,25,46,0,0,0,0,0,0,0,0,0,0,0,0,0.032222,0.0233852,1.37788
20,PL,195,5,82,9,4,19,9,1,5,16,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0.0349822,0.0192321,1.81894
30,PL,295,6,111,15,10,32,11,3,22,24,21,46,22,4,7,0,0,3,1,1,1,3,1,5,0.0292848,0.0333528,0.878032
40,PL,374,12,125,15,10,42,12,5,12,42,31,80,0,0,0,0,0,0,0,0,0,0,0,0,0.0349184,0.0453136,0.770593
50,PL,206,5,79,6,3,26,7,3,7,11,22,42,95,7,23,0,2,14,5,1,2,1,4,43,0.0308645,0.0450055,0.685794
60,PL,174,5,75,11,4,14,4,3,9,11,17,26,240,6,86,16,8,30,4,2,8,23,11,52,0.0225875,0.0446197,0.506221
70,PL,305,9,119,8,6,31,17,4,19,27,13,61,0,0,0,0,0,0,0,0,0,0,0,0,0.034044,0.0358181,0.950469
80,PL,239,5,94,20,9,24,7,5,17,19,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0318704,0.0235704,1.35213
90,PL,289,6,111,20,13,31,8,4,5,25,16,56,0,0,0,0,0,0,0,0,0,0,0,0,0.0273025,0.024884,1.09719
100,PL,283,6,124,16,3,26,10,5,7,14,29,49,0,0,0,0,0,0,0,0,0,0,0,0,0.02562,0.0235243,1.08909
110,PL,364,6,122,19,9,46,17,4,21,33,27,66,0,0,0,0,0,0,0,0,0,0,0,0,0.0368437,0.0265875,1.38575
120,PL,281,6,123,18,9,27,4,2,15,20,21,42,33,4,16,1,0,7,2,1,1,0,0,5,0.0277274,0.0326685,0.848749
130,PL,308,10,115,12,5,31,10,4,16,16,34,65,0,0,0,0,0,0,0,0,0,0,0,0,0.0321158,0.028677,1.11991
140,PL,369,6,149,13,16,40,14,9,21,28,28,51,320,7,123,12,9,39,8,8,13,21,23,64,0.0348399,0.0518659,0.67173
150,PL,230,5,103,8,8,18,5,2,8,24,23,31,0,0,0,0,0,0,0,0,0,0,0,0,0.0319529,0.022297,1.43306
160,PL,395,6,164,29,14,24,13,9,24,38,33,47,0,0,0,0,0,0,0,0,0,0,0,0,0.035399,0.028521,1.24116
170,PL,266,5,112,7,6,25,9,2,15,20,32,38,0,0,0,0,0,0,0,0,0,0,0,0,0.0294341,0.0264412,1.11319
180,PL,267,5,110,11,8,35,9,2,12,21,22,37,231,6,84,8,9,27,9,4,12,21,13,44,0.0233638,0.0420364,0.5558
190,PL,215,7,104,7,1,28,7,2,4,10,17,35,102,8,31,5,2,9,1,2,2,7,7,36,0.0356234,0.0502124,0.709455
200,PL,114,6,44,11,2,14,4,1,2,7,2,27,10,4,3,0,0,1,0,0,0,0,0,6,0.0333136,0.0303388,1.09805
210,PL,189,5,76,9,5,15,3,5,5,25,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0.0325614,0.0186072,1.74994
220,PL,254,8,100,12,1,29,10,4,9,15,18,56,0,0,0,0,0,0,0,0,0,0,0,0,0.0340421,0.0303,1.1235
230,PL,223,4,89,6,3,30,8,4,8,19,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0.0284341,0.0220059,1.29211
240,PL,307,7,116,18,2,37,18,5,9,16,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0.032152,0.0300901,1.06852
250,PL,256,7,116,11,6,27,7,2,15,20,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0.0251047,0.0284744,0.88166
260,PL,239,5,103,11,6,25,6,5,10,18,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0.0305101,0.022152,1.37731
270,PL,141,4,60,1,6,21,6,0,10,7,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0331802,0.0164887,2.0123
