iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,OX,191,6,64,6,5,17,9,2,2,25,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0.000218782,0.0224413,0.00974909
10,OX,85,6,30,5,2,6,5,0,7,7,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0.00100519,0.0206791,0.0486088
20,OX,347,5,114,17,6,48,19,11,23,28,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0.00107194,0.0251939,0.0425476
30,OX,283,7,91,15,5,41,12,6,8,22,24,59,0,0,0,0,0,0,0,0,0,0,0,0,0.00113894,0.0253643,0.0449033
40,OX,244,7,102,15,5,25,12,5,13,10,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0.00105848,0.0233759,0.0452807
50,OX,146,5,54,12,7,9,9,2,13,13,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0.000129081,0.0180439,0.00715374
60,OX,293,6,104,18,10,34,16,7,18,21,23,42,0,0,0,0,0,0,0,0,0,0,0,0,0.00104836,0.0239958,0.0436892
70,OX,265,6,97,12,7,22,10,5,16,17,20,59,0,0,0,0,0,0,0,0,0,0,0,0,0.00114222,0.0299346,0.0381572
80,OX,187,7,62,11,1,18,8,3,9,11,11,53,0,0,0,0,0,0,0,0,0,0,0,0,0.000128431,0.0207097,0.00620148
90,OX,123,5,49,9,5,10,2,0,4,8,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0.00120601,0.0175125,0.0688658
100,OX,40,3,15,3,0,3,1,2,1,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.000128211,0.00943787,0.0135847
110,OX,236,8,100,12,4,23,9,3,17,23,16,29,11,3,4,0,2,2,0,0,0,1,0,2,0.00108376,0.0322577,0.033597
120,OX,186,4,74,16,4,17,5,6,10,7,11,36,0,0,0,0,0,0,0,0,0,0,0,0,0.00112388,0.0187884,0.0598179
130,OX,319,8,126,20,5,34,11,2,17,28,17,59,0,0,0,0,0,0,0,0,0,0,0,0,0.00109923,0.0280566,0.039179
140,OX,136,4,49,9,5,10,10,1,13,15,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0.00105911,0.0139569,0.0758845
150,OX,82,4,20,12,2,14,5,0,3,7,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0.00115552,0.0166486,0.0694065
160,OX,234,4,100,14,5,25,3,4,15,23,18,27,4,4,1,0,0,0,0,0,0,0,0,3,0.00103984,0.0231586,0.0449007
170,OX,261,5,87,16,6,24,11,8,11,23,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0.001014,0.0223937,0.0452805
180,OX,130,6,59,14,5,9,4,2,5,9,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0.0011094,0.0260096,0.0426535
190,OX,261,9,92,18,5,31,5,4,10,16,25,55,0,0,0,0,0,0,0,0,0,0,0,0,0.00105623,0.0338391,0.0312132
200,OX,353,7,120,26,9,39,16,4,19,20,29,71,0,0,0,0,0,0,0,0,0,0,0,0,0.00101737,0.0324986,0.031305
210,OX,156,6,61,10,4,19,9,2,5,8,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0.00100455,0.0218141,0.0460503
220,OX,182,4,79,22,4,24,12,1,9,5,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0.00123472,0.0148168,0.0833323
230,OX,209,6,88,10,4,11,4,5,11,20,15,41,0,0,0,0,0,0,0,0,0,0,0,0,0.000988129,0.0215315,0.0458923
240,OX,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000121181,0.00602129,0.0201254
250,OX,235,5,104,11,4,27,9,2,6,23,22,27,157,6,54,9,7,16,4,3,3,10,18,33,0.00115333,0.0420743,0.0274118
260,OX,354,7,133,14,12,34,19,9,10,21,30,72,0,0,0,0,0,0,0,0,0,0,0,0,0.00112775,0.0339769,0.0331917
