iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,OX,180,7,44,1,6,36,1,4,8,12,18,50,0,0,0,0,0,0,0,0,0,0,0,0,0.00457957,0.0165764,0.276271
10,OX,168,5,53,2,4,35,4,4,11,13,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0.00433321,0.0146338,0.296109
20,OX,117,5,36,4,3,24,1,3,6,7,10,23,5,3,1,0,0,2,0,0,0,0,0,2,0.00400328,0.0184285,0.217233
30,OX,124,3,42,4,0,28,1,4,2,11,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0.00431688,0.0103437,0.417342
40,OX,205,8,40,12,3,43,4,9,11,14,16,53,49,6,12,0,2,11,0,0,0,2,4,18,0.00404598,0.0288313,0.140333
50,OX,71,3,14,1,3,16,3,2,6,6,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0.000213712,0.00993336,0.0215146
60,OX,0,3,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,2,0,0,1,0,0,0,0.000250113,0.0164052,0.015246
70,OX,90,5,23,4,5,21,4,1,4,5,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0.00411959,0.00954743,0.431487
80,OX,98,5,27,3,3,15,4,2,2,11,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0.00375458,0.0154974,0.242271
90,OX,78,4,20,1,0,13,4,1,1,8,8,22,12,3,6,1,1,1,1,1,0,0,1,0,0.0038939,0.019597,0.198699
100,OX,80,4,29,2,3,15,6,5,4,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0.00424664,0.0107109,0.396479
110,OX,176,8,42,3,9,28,2,4,7,17,8,56,0,0,0,0,0,0,0,0,0,0,0,0,0.00383668,0.0173494,0.221142
120,OX,66,4,16,0,2,12,1,4,2,9,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0.00414172,0.0102194,0.405282
130,OX,145,6,34,3,4,31,0,1,6,16,17,33,15,3,7,0,0,4,0,2,0,1,0,1,0.00390057,0.0266472,0.146378
140,OX,24,4,7,2,0,5,0,0,1,2,0,7,10,3,4,1,0,3,0,1,0,0,0,1,0.00412969,0.0160781,0.256852
150,OX,119,6,25,4,3,27,2,4,7,10,6,31,34,3,16,2,1,7,1,3,0,0,0,4,0.00378396,0.022758,0.16627
160,OX,154,6,39,6,3,35,1,6,5,14,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0.00390459,0.0148415,0.263086
170,OX,93,7,24,2,2,18,1,2,3,8,5,28,4,3,0,0,0,3,0,0,0,0,0,1,0.00378275,0.0194535,0.194452
180,OX,130,6,33,5,2,28,2,3,10,12,11,24,24,4,9,0,1,4,0,0,1,2,3,4,0.00381188,0.021621,0.176304
190,OX,185,6,47,3,4,46,1,2,8,10,15,49,41,4,7,0,1,10,2,0,4,0,5,12,0.00431366,0.0278816,0.154713
200,OX,1,3,0,0,0,0,0,0,0,0,1,0,5,3,0,0,0,0,0,1,2,0,2,0,0.000216532,0.0168688,0.0128362
210,OX,41,3,11,0,1,8,1,1,2,2,7,8,10,3,2,0,0,2,0,0,0,1,0,5,0.00430614,0.018112,0.237751
220,OX,107,4,29,9,3,19,8,2,8,4,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0.00383608,0.0117165,0.32741
230,OX,188,4,33,6,7,40,4,7,15,13,18,45,8,3,2,2,0,2,0,0,2,0,0,0,0.00382943,0.0207855,0.184235
240,OX,175,6,38,4,4,37,4,8,6,12,15,47,0,0,0,0,0,0,0,0,0,0,0,0,0.00389476,0.0150452,0.258869
250,OX,79,6,22,2,1,17,0,2,7,7,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0.000182651,0.0127607,0.0143136
260,OX,123,4,33,5,2,26,3,6,9,11,9,19,4,3,1,0,0,2,0,0,0,0,1,0,0.00380423,0.0174048,0.218574
270,OX,76,4,20,4,4,12,2,2,2,6,7,17,2,3,1,0,0,0,1,0,0,0,0,0,0.00405421,0.0177341,0.228611
280,OX,123,5,28,1,3,37,1,4,7,10,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0.00379863,0.0110294,0.34441
290,OX,130,5,38,2,4,26,3,5,10,14,5,23,24,4,4,0,3,7,1,0,0,4,0,5,0.00382506,0.0241863,0.15815
300,OX,183,4,45,2,6,42,3,7,8,21,20,29,16,4,7,1,0,2,0,1,1,0,1,3,0.00418418,0.0230969,0.181158
310,OX,7,3,2,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.000199742,0.00698448,0.028598
