iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,EAX,778,6,284,64,33,57,28,8,88,66,92,58,0,0,0,0,0,0,0,0,0,0,0,0,0.00635434,0.0397132,0.160006
10,EAX,799,7,334,73,24,58,24,5,62,73,84,62,0,0,0,0,0,0,0,0,0,0,0,0,0.00772612,0.0427741,0.180626
20,EAX,766,6,319,78,26,50,29,6,64,81,68,45,0,0,0,0,0,0,0,0,0,0,0,0,0.00994779,0.0322638,0.308327
30,EAX,778,6,289,61,46,58,26,10,76,74,86,52,284,7,118,14,11,23,10,5,19,19,20,45,0.010009,0.0659453,0.151777
40,EAX,924,8,356,93,29,56,47,11,88,86,73,85,0,3,0,0,0,0,0,0,0,0,0,0,0.00644533,0.0525947,0.122547
50,EAX,693,8,296,57,20,44,20,5,52,79,58,62,294,6,110,15,7,14,16,3,20,16,19,74,0.00732526,0.0789058,0.0928356
60,EAX,741,6,287,71,40,43,28,5,55,67,89,56,0,0,0,0,0,0,0,0,0,0,0,0,0.00536201,0.0329328,0.162817
70,EAX,821,9,310,57,32,56,31,8,69,103,63,92,264,5,97,9,9,26,9,1,15,26,28,44,0.0102647,0.0821006,0.125026
80,EAX,840,10,310,84,34,59,32,12,60,83,80,86,4,3,2,0,0,1,0,0,0,0,0,1,0.00573901,0.0649533,0.0883559
90,EAX,832,8,325,61,30,57,23,14,67,90,75,90,236,5,110,10,6,17,11,5,15,14,16,32,0.00777868,0.0727677,0.106897
100,EAX,573,5,222,44,26,47,15,6,37,71,67,38,0,0,0,0,0,0,0,0,0,0,0,0,0.00644163,0.0293338,0.219597
110,EAX,818,8,326,60,32,71,26,10,62,96,71,64,204,7,77,10,6,19,17,1,11,8,13,42,0.00717444,0.0705595,0.101679
120,EAX,750,9,304,57,23,40,26,11,59,87,66,77,19,4,9,0,1,2,0,0,2,0,1,4,0.0102405,0.0592912,0.172715
130,EAX,813,9,342,65,29,53,24,8,70,70,78,74,0,0,0,0,0,0,0,0,0,0,0,0,0.00804297,0.0557753,0.144203
140,EAX,825,6,296,74,40,49,29,8,85,77,92,75,0,0,0,0,0,0,0,0,0,0,0,0,0.00772917,0.0374274,0.206511
150,EAX,837,9,322,53,41,69,21,8,63,80,83,97,0,0,0,0,0,0,0,0,0,0,0,0,0.00698308,0.0575205,0.121402
160,EAX,846,7,322,77,41,63,29,11,77,94,75,57,159,7,62,2,6,14,6,5,8,10,11,35,0.00775246,0.0680273,0.113961
170,EAX,763,7,290,63,33,31,24,8,75,70,92,77,260,7,95,12,12,17,7,2,8,26,20,61,0.0109338,0.0754147,0.144982
180,EAX,916,8,355,96,34,74,42,14,62,87,85,67,72,5,25,0,2,12,2,1,2,3,2,23,0.00625441,0.0545268,0.114703
190,EAX,812,9,318,76,34,49,23,14,72,75,73,78,0,0,0,0,0,0,0,0,0,0,0,0,0.0102094,0.0415743,0.24557
200,EAX,709,8,279,51,39,42,18,8,55,79,66,72,236,7,87,7,3,24,7,4,14,9,16,65,0.0123977,0.0763582,0.162362
210,EAX,639,8,234,50,26,50,21,8,38,69,79,64,0,0,0,0,0,0,0,0,0,0,0,0,0.00801445,0.0420315,0.190677
220,EAX,818,9,333,53,29,47,22,11,53,73,112,85,0,0,0,0,0,0,0,0,0,0,0,0,0.00575291,0.0472383,0.121785
230,EAX,783,9,302,55,34,58,20,7,69,89,85,64,0,0,0,0,0,0,0,0,0,0,0,0,0.0108675,0.0446111,0.243605
240,EAX,771,7,321,51,37,44,17,10,64,74,78,75,0,0,0,0,0,0,0,0,0,0,0,0,0.00652053,0.0382447,0.170495
250,EAX,865,9,346,61,43,51,24,8,70,91,83,88,0,0,0,0,0,0,0,0,0,0,0,0,0.00731265,0.0489082,0.149518
260,EAX,684,7,260,58,27,47,27,9,48,78,73,57,1,3,0,0,0,0,0,0,0,0,0,1,0.0104919,0.0406582,0.258052
270,EAX,762,6,299,51,36,47,30,8,54,85,76,76,182,5,65,15,5,10,7,4,11,16,18,31,0.0103761,0.067334,0.154098
280,EAX,726,7,285,52,36,53,31,7,50,74,81,57,0,0,0,0,0,0,0,0,0,0,0,0,0.0098001,0.0393328,0.249159
290,EAX,667,7,257,59,31,30,32,9,61,69,79,40,0,0,0,0,0,0,0,0,0,0,0,0,0.0141747,0.0371964,0.381076
300,EAX,843,9,320,80,43,41,35,8,65,87,86,78,168,9,49,4,2,18,10,1,7,14,8,55,0.00962827,0.0863598,0.11149
310,EAX,938,9,349,86,31,58,30,20,69,96,104,95,235,6,95,20,14,15,10,4,22,10,18,27,0.0116098,0.0763806,0.151999
320,EAX,824,6,330,60,42,63,30,8,57,88,82,64,288,6,103,14,10,24,16,3,14,15,23,66,0.00770678,0.0671366,0.114792
330,EAX,790,11,306,62,34,63,18,10,64,87,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0.00922181,0.0452382,0.20385
340,EAX,938,8,359,81,43,51,38,16,76,120,97,57,0,0,0,0,0,0,0,0,0,0,0,0,0.00886194,0.0412012,0.215089
350,EAX,714,7,257,77,29,56,23,6,57,75,66,68,34,6,6,0,0,3,1,0,0,1,1,22,0.00818655,0.0519591,0.157558
360,EAX,739,6,285,63,27,51,32,11,84,66,68,52,0,0,0,0,0,0,0,0,0,0,0,0,0.0133909,0.0367731,0.364148
370,EAX,865,8,322,75,33,66,38,9,53,99,88,82,0,0,0,0,0,0,0,0,0,0,0,0,0.00642037,0.0406659,0.157881
380,EAX,928,7,371,77,27,56,29,7,74,95,106,86,0,0,0,0,0,0,0,0,0,0,0,0,0.00774902,0.0374483,0.206926
390,EAX,759,5,309,52,37,55,18,6,64,91,72,55,0,0,0,0,0,0,0,0,0,0,0,0,0.00724607,0.0357243,0.202833
400,EAX,780,7,305,61,39,61,24,6,47,98,74,65,0,0,0,0,0,0,0,0,0,0,0,0,0.00692214,0.0427667,0.161858
410,EAX,887,9,362,70,43,49,18,17,62,89,91,86,0,0,0,0,0,0,0,0,0,0,0,0,0.00620994,0.0398591,0.155797
420,EAX,884,8,350,75,26,45,33,10,69,99,90,87,0,0,0,0,0,0,0,0,0,0,0,0,0.00956806,0.0441756,0.216592
430,EAX,915,6,357,73,35,68,36,17,70,118,87,54,0,0,0,0,0,0,0,0,0,0,0,0,0.0083439,0.0341563,0.244286
440,EAX,781,6,313,56,31,58,26,10,49,83,89,66,0,0,0,0,0,0,0,0,0,0,0,0,0.00736589,0.0349665,0.210656
450,EAX,839,11,303,65,35,50,34,18,66,98,71,99,227,7,65,7,6,21,11,4,7,17,21,68,0.00897405,0.0960253,0.0934551
460,EAX,811,9,329,65,38,42,34,12,69,87,73,62,0,0,0,0,0,0,0,0,0,0,0,0,0.00993162,0.0444738,0.223314
470,EAX,885,12,331,80,34,63,22,14,78,85,92,86,0,0,0,0,0,0,0,0,0,0,0,0,0.0112234,0.0496708,0.225956
480,EAX,929,7,359,81,41,51,37,8,81,103,95,73,0,0,0,0,0,0,0,0,0,0,0,0,0.00781737,0.0396603,0.197108
490,EAX,787,11,323,79,35,54,26,13,38,72,68,79,0,0,0,0,0,0,0,0,0,0,0,0,0.00638337,0.0474728,0.134464
500,EAX,714,7,305,46,27,40,18,9,45,92,79,53,0,0,0,0,0,0,0,0,0,0,0,0,0.0118444,0.0459733,0.257638
510,EAX,849,6,323,66,40,58,24,13,70,90,94,71,141,6,54,7,4,10,6,2,4,14,10,30,0.00927552,0.0612311,0.151484
520,EAX,815,7,331,66,35,49,24,7,70,90,80,63,176,6,57,13,6,13,6,2,11,9,12,47,0.00987044,0.0669835,0.147356
530,EAX,683,6,274,59,40,39,16,12,69,68,59,47,366,6,136,11,10,28,12,5,10,37,45,72,0.00550305,0.0630705,0.0872523
540,EAX,740,8,301,54,26,50,20,9,72,81,78,49,215,8,70,6,7,30,5,3,10,7,6,71,0.00749243,0.0693543,0.108031
550,EAX,765,6,312,55,36,52,20,15,63,86,63,63,71,6,21,1,4,3,0,0,1,6,1,34,0.00607765,0.0584446,0.10399
560,EAX,844,8,330,69,32,50,28,9,70,86,79,91,0,0,0,0,0,0,0,0,0,0,0,0,0.00809189,0.0410907,0.196927
570,EAX,682,7,275,62,29,39,21,4,56,83,51,62,200,7,73,11,7,25,10,1,9,4,7,53,0.00689996,0.0644503,0.107059
580,EAX,840,8,316,74,35,56,26,8,64,106,80,75,7,3,3,1,0,1,0,0,0,0,0,2,0.010377,0.049594,0.209238
590,EAX,789,6,329,67,25,56,27,12,55,75,84,59,0,0,0,0,0,0,0,0,0,0,0,0,0.008429,0.040241,0.209463
600,EAX,747,7,295,65,29,46,18,10,65,99,68,52,0,0,0,0,0,0,0,0,0,0,0,0,0.00590278,0.0333264,0.17712
610,EAX,833,7,356,75,32,55,37,15,70,71,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0.00937842,0.0409483,0.22903
620,EAX,877,8,342,83,32,61,31,9,49,87,98,85,0,0,0,0,0,0,0,0,0,0,0,0,0.00860796,0.0422583,0.203699
630,EAX,938,8,344,77,33,64,40,15,59,105,92,109,0,0,0,0,0,0,0,0,0,0,0,0,0.0116271,0.0479386,0.242541
640,EAX,808,7,321,61,38,52,40,8,48,83,82,75,197,8,65,14,2,17,6,4,7,12,17,53,0.00955804,0.0680739,0.140407
650,EAX,867,7,347,58,37,57,32,11,52,102,94,77,362,6,120,35,10,26,17,5,19,43,36,51,0.00611787,0.0652823,0.0937141
660,EAX,827,7,313,76,34,44,28,13,54,100,92,73,0,0,0,0,0,0,0,0,0,0,0,0,0.00890858,0.0451218,0.197434
670,EAX,924,9,378,81,37,50,46,12,88,73,94,65,0,0,0,0,0,0,0,0,0,0,0,0,0.00938159,0.0543996,0.172457
680,EAX,853,7,324,75,45,55,29,14,70,95,80,66,0,0,0,0,0,0,0,0,0,0,0,0,0.00725438,0.0453197,0.160071
690,EAX,705,9,282,45,27,54,26,12,53,68,75,63,0,0,0,0,0,0,0,0,0,0,0,0,0.010562,0.0364247,0.289969
700,EAX,753,9,301,73,29,41,21,9,63,93,62,61,37,5,8,0,2,0,1,0,1,1,0,24,0.00767507,0.0660503,0.1162
710,EAX,896,7,350,49,28,70,37,11,75,91,103,82,0,0,0,0,0,0,0,0,0,0,0,0,0.00599208,0.0456398,0.131291
720,EAX,780,6,308,63,27,48,31,11,54,95,86,57,0,0,0,0,0,0,0,0,0,0,0,0,0.00705561,0.0384744,0.183385
730,EAX,823,7,335,78,33,39,28,9,53,89,86,73,0,0,0,0,0,0,0,0,0,0,0,0,0.00812508,0.0422776,0.192184
740,EAX,795,6,319,68,35,37,26,14,61,81,92,62,0,0,0,0,0,0,0,0,0,0,0,0,0.00688912,0.0370245,0.186069
750,EAX,796,6,308,64,32,47,24,10,65,98,79,69,0,0,0,0,0,0,0,0,0,0,0,0,0.00722355,0.038334,0.188437
760,EAX,797,7,292,72,41,57,26,7,54,87,90,71,282,7,97,14,6,25,10,4,11,17,23,75,0.00761361,0.0824688,0.0923211
770,EAX,806,7,343,61,30,49,25,15,53,87,80,63,0,0,0,0,0,0,0,0,0,0,0,0,0.00635407,0.0430474,0.147606
780,EAX,749,10,317,73,35,56,21,8,46,75,60,58,0,0,0,0,0,0,0,0,0,0,0,0,0.00847349,0.0430599,0.196784
790,EAX,772,6,315,55,34,48,24,9,73,79,68,67,220,8,80,10,6,20,5,2,15,16,13,53,0.0128761,0.0678164,0.189867
800,EAX,859,14,324,72,42,57,30,14,52,82,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0.00853881,0.0606754,0.140729
810,EAX,872,11,339,58,31,63,28,17,81,87,94,74,0,0,0,0,0,0,0,0,0,0,0,0,0.010097,0.041325,0.24433
820,EAX,874,9,331,74,35,45,35,8,71,107,84,84,50,5,15,2,2,5,4,3,3,3,3,10,0.0070338,0.0642873,0.109412
830,EAX,839,8,356,50,35,74,22,8,63,81,68,82,0,0,0,0,0,0,0,0,0,0,0,0,0.0061763,0.0531397,0.116228
840,EAX,845,9,300,78,42,51,27,9,76,106,81,75,0,0,0,0,0,0,0,0,0,0,0,0,0.00776543,0.0534261,0.145349
850,EAX,836,7,340,80,40,40,21,9,67,89,88,62,0,0,0,0,0,0,0,0,0,0,0,0,0.00473208,0.0364151,0.129948
860,EAX,949,7,388,74,45,68,40,12,81,91,86,64,0,0,0,0,0,0,0,0,0,0,0,0,0.00974604,0.0425387,0.22911
870,EAX,846,8,312,78,40,73,26,6,67,89,85,70,107,7,42,1,1,7,4,2,6,5,7,32,0.00979243,0.076333,0.128286
880,EAX,796,9,323,65,28,43,26,6,72,81,68,84,138,6,63,7,5,11,3,1,8,8,9,23,0.00572436,0.0683696,0.0837267
890,EAX,769,7,297,58,33,59,28,8,56,94,69,67,0,0,0,0,0,0,0,0,0,0,0,0,0.00631594,0.0384125,0.164424
900,EAX,745,6,311,61,27,45,25,9,57,80,84,46,0,0,0,0,0,0,0,0,0,0,0,0,0.0125513,0.0360823,0.347851
910,EAX,799,10,320,48,43,56,25,10,51,82,70,94,0,0,0,0,0,0,0,0,0,0,0,0,0.00766247,0.045676,0.167757
920,EAX,1002,9,407,94,39,72,25,17,76,105,89,78,0,0,0,0,0,0,0,0,0,0,0,0,0.00387118,0.0440616,0.0878584
930,EAX,816,6,321,70,32,49,34,14,55,110,83,48,419,6,158,20,14,46,13,10,15,36,20,87,0.00693566,0.0721533,0.096124
940,EAX,702,9,293,55,31,41,27,6,48,79,73,49,181,5,69,16,5,15,5,4,2,12,14,39,0.0108323,0.0649022,0.166902
950,EAX,725,6,287,68,33,54,27,12,54,63,76,51,220,9,75,6,10,15,8,4,6,10,11,75,0.0101262,0.0700283,0.144601
960,EAX,726,8,294,59,23,53,19,12,68,50,80,68,32,5,5,0,0,4,0,2,2,1,0,18,0.0052781,0.0625314,0.0844072
970,EAX,823,13,320,57,39,55,18,12,55,78,101,88,0,0,0,0,0,0,0,0,0,0,0,0,0.00779993,0.0538155,0.144938
980,EAX,735,7,268,51,40,58,24,5,59,88,73,69,206,11,61,6,5,29,3,3,4,7,5,83,0.0126195,0.0823202,0.153298
990,EAX,802,7,306,59,26,62,22,18,61,84,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0.0139921,0.0463346,0.30198
