iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,GLOX,148,5,21,2,4,41,4,10,2,19,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0.00844902,0.0158532,0.532954
10,GLOX,155,5,28,6,4,35,5,12,1,18,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0.00844571,0.015716,0.537396
20,GLOX,177,4,34,3,4,41,3,10,1,30,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0.0082428,0.0131077,0.628851
30,GLOX,150,4,29,2,3,38,2,7,4,12,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0.0085559,0.0160882,0.531813
40,GLOX,124,4,22,6,2,32,4,8,0,15,14,21,130,4,32,4,1,39,1,4,1,13,10,25,0.00850943,0.0272813,0.311915
50,GLOX,218,5,36,9,4,47,6,10,2,21,33,50,304,7,49,12,3,77,3,12,2,24,18,104,0.00812516,0.0439339,0.184941
60,GLOX,81,4,8,1,1,26,5,5,2,8,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0084051,0.0126573,0.664052
70,GLOX,226,5,37,5,6,62,4,11,1,33,20,47,312,6,53,4,4,73,1,11,1,32,14,119,0.00824183,0.0437107,0.188554
80,GLOX,180,6,32,4,4,43,1,11,1,20,25,39,0,0,0,0,0,0,0,0,0,0,0,0,0.00846318,0.015814,0.535168
90,GLOX,220,5,37,7,6,52,5,13,0,29,16,55,126,5,28,5,4,34,1,6,0,14,6,28,0.00833412,0.0337023,0.247286
100,GLOX,156,4,18,3,2,49,1,6,1,22,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0.0082665,0.0156167,0.529337
110,GLOX,95,4,12,2,4,28,0,4,2,12,8,23,231,7,39,8,8,69,2,6,0,12,11,76,0.0083669,0.032725,0.255673
120,GLOX,140,5,27,2,2,43,0,11,2,7,11,35,230,6,34,7,6,53,3,8,0,15,14,90,0.00836343,0.0392858,0.212887
130,GLOX,180,5,34,8,3,41,1,7,4,27,17,38,177,6,17,3,6,39,0,4,0,23,13,72,0.00847463,0.0384718,0.220282
140,GLOX,121,5,27,1,1,30,2,3,2,15,19,21,144,5,30,4,7,51,0,3,1,7,6,35,0.000737985,0.0295382,0.0249841
150,GLOX,193,4,30,7,4,52,1,11,0,20,21,47,146,5,28,6,3,35,1,8,1,9,11,44,0.00830753,0.0387531,0.214371
160,GLOX,212,7,36,4,5,61,0,9,1,27,24,45,0,0,0,0,0,0,0,0,0,0,0,0,0.00855723,0.0189679,0.451143
170,GLOX,177,4,34,10,4,43,2,12,0,28,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0.00848448,0.015913,0.533179
180,GLOX,167,5,32,4,5,42,3,5,0,26,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0.00815622,0.0161166,0.506075
190,GLOX,171,4,34,4,3,42,4,9,0,15,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0.0084929,0.0154781,0.548705
200,GLOX,155,4,28,4,2,43,3,6,2,14,9,44,246,6,58,10,4,49,1,14,1,23,20,66,0.00817921,0.0377422,0.216712
210,GLOX,155,5,25,5,2,39,1,5,3,20,20,35,82,5,16,2,1,22,0,4,1,10,9,17,0.00836369,0.0277844,0.301021
