iteration,crossover_type,nbMoves,nbLoopsLS,m1,m2,m3,m4,m5,m6,m7,m8,m9,swapStar,nbMovesRepair,nbLoopsRepair,m1r,m2r,m3r,m4r,m5r,m6r,m7r,m8r,m9r,swapStarR,time_crossover,time_LS,ratio_crossover_LS
0,PMX,420,8,155,23,5,65,21,11,19,32,20,69,0,0,0,0,0,0,0,0,0,0,0,0,0.00136536,0.0432776,0.0315488
10,PMX,350,5,135,13,12,35,14,7,22,29,28,55,0,0,0,0,0,0,0,0,0,0,0,0,0.00117185,0.0269858,0.0434245
20,PMX,18,3,5,6,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000177171,0.00754456,0.0234833
30,PMX,135,6,63,12,5,10,6,2,9,7,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0.00106797,0.0217068,0.0491996
40,PMX,405,7,161,30,16,31,16,6,11,36,30,68,0,0,0,0,0,0,0,0,0,0,0,0,0.000242972,0.0333883,0.00727716
50,PMX,242,5,94,23,14,19,9,4,12,28,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0.00137358,0.0160073,0.0858094
60,PMX,351,9,137,25,9,29,16,4,17,32,29,53,0,0,0,0,0,0,0,0,0,0,0,0,0.00128078,0.0328778,0.0389558
70,PMX,190,5,75,16,6,23,9,8,9,9,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0.000213711,0.0147271,0.0145114
80,PMX,288,5,99,15,7,35,15,8,16,27,17,49,0,0,0,0,0,0,0,0,0,0,0,0,0.001065,0.0185384,0.0574481
90,PMX,384,5,158,22,15,32,18,7,27,35,29,41,0,0,0,0,0,0,0,0,0,0,0,0,0.00134033,0.0251043,0.0533904
100,PMX,516,6,179,36,18,67,31,11,27,39,41,67,0,0,0,0,0,0,0,0,0,0,0,0,0.00122537,0.0273223,0.0448487
110,PMX,129,5,46,8,4,12,7,4,13,5,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0.00118606,0.0158979,0.0746049
120,PMX,590,8,238,23,18,87,27,16,26,38,32,85,0,0,0,0,0,0,0,0,0,0,0,0,0.00108453,0.0299391,0.0362244
130,PMX,265,4,101,24,9,20,12,4,27,24,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0.000269652,0.0179286,0.0150403
