iteration,crossover_type,nbMoves,nbLoopsLS,nbMovesRepair,nbLoopsRepair,time_crossover,time_LS,ratio_crossover_LS
0,UOX,228,5,0,0,5.998e-05,0.00367899,0.0163034
10,PL,94,4,18,3,0.00187445,0.00467288,0.401134
20,AOX,24,3,0,0,3.314e-05,0.00205065,0.0161607
30,GOX,91,3,0,0,0.00023135,0.00273775,0.0845037
40,GOX,36,3,19,3,0.0002325,0.00292227,0.0795614
50,GrPX,27,3,5,3,8.446e-05,0.00291376,0.0289866
60,PL,78,4,17,3,0.00183621,0.00461509,0.397871
70,AOX,36,3,0,0,3.254e-05,0.00187441,0.0173601
80,EAX,133,4,0,0,0.00049655,0.00370567,0.133997
90,PMX,106,4,33,3,0.00017871,0.0042391,0.0421575
100,PMX,43,3,0,0,4.244e-05,0.00196529,0.0215948
110,OX,39,3,0,0,3.246e-05,0.00181357,0.0178984
120,AOX,15,3,0,0,3.206e-05,0.0017219,0.018619
130,GOX,66,6,0,0,0.000211989,0.00370569,0.0572064
140,PMX,75,3,27,4,0.00016689,0.00476209,0.0350455
150,UOX,248,5,0,0,0.00017373,0.00411533,0.0422153
160,UOX,108,5,34,3,4.34e-05,0.00492562,0.00881108
170,OX,55,4,0,0,3.211e-05,0.00214955,0.014938
180,PMX,16,3,0,0,5.687e-05,0.0011091,0.0512759
190,GOX,42,3,0,0,9.404e-05,0.00202496,0.0464404
200,PMX,59,4,0,0,4.876e-05,0.00340179,0.0143336
210,PL,53,3,15,3,0.00184789,0.00404585,0.456737
220,GrPX,0,3,0,0,7.118e-05,0.00093719,0.0759504
230,EAX,110,4,0,0,0.00038243,0.00332261,0.115099
240,GOX,34,3,0,0,0.00011729,0.0021394,0.0548238
250,LOX,42,4,0,0,3.177e-05,0.00251376,0.0126384
260,PL,1,3,3,3,0.00170737,0.00216309,0.78932
270,AOX,39,3,13,3,3.783e-05,0.00338643,0.0111711
280,PL,104,5,51,6,0.0019143,0.00795196,0.240733
290,AOX,47,3,0,0,0.00015299,0.00163097,0.0938031
300,GrPX,42,3,31,3,8.126e-05,0.00366078,0.0221975
310,PMX,42,3,47,4,4.422e-05,0.00470853,0.00939147
320,UOX,194,3,37,3,0.00016985,0.00467295,0.0363475
330,LOX,44,3,16,3,3.278e-05,0.00322083,0.0101775
340,GrPX,45,3,29,3,7.991e-05,0.00388674,0.0205597
350,OX,49,3,164,4,3.014e-05,0.00586699,0.00513722
360,EAX,110,5,0,0,0.000379789,0.0042864,0.0886033
370,GrPX,38,3,0,0,8.275e-05,0.00214697,0.0385427
380,GOX,65,4,0,0,0.0002332,0.00284635,0.0819295
390,PL,25,3,0,0,0.00180024,0.00168979,1.06536
400,GOX,59,3,0,0,0.0002126,0.00198372,0.107172
410,PMX,62,4,0,0,4.851e-05,0.00293297,0.0165396
420,LOX,38,3,22,4,0.00015015,0.00380171,0.0394954
430,PMX,38,3,0,0,0.00017131,0.00175015,0.0978831
440,LOX,31,3,0,0,3.178e-05,0.00180526,0.0176041
450,PMX,87,5,0,0,0.00016778,0.00278036,0.0603447
460,EAX,124,4,0,0,0.00039699,0.00331707,0.119681
470,AOX,25,3,0,0,3.238e-05,0.00164625,0.0196689
480,AOX,11,3,38,4,3.255e-05,0.00330992,0.00983407
490,AOX,41,4,0,0,0.00015264,0.00194093,0.0786427
500,PMX,61,3,0,0,0.00016341,0.0017986,0.090854
510,PMX,28,3,23,3,4.951e-05,0.00318523,0.0155436
520,GrPX,67,3,2,3,8.324e-05,0.00288031,0.0288997
530,GOX,89,4,0,0,9.015e-05,0.00248278,0.0363101
540,GrPX,50,5,0,0,8.174e-05,0.00218832,0.0373529
550,AOX,25,4,0,0,3.343e-05,0.00262479,0.0127363
560,GOX,44,3,0,0,0.00010391,0.00147269,0.070558
570,UOX,168,4,11,3,4.485e-05,0.0039695,0.0112987
580,PMX,21,3,0,0,5.8e-05,0.00158328,0.0366328
590,GOX,62,3,9,3,0.00022932,0.00339185,0.0676091
600,UOX,161,3,33,3,4.424e-05,0.00438302,0.0100935
610,GOX,77,3,0,0,0.00022544,0.00209579,0.107568
620,PMX,24,4,0,0,4.308e-05,0.00165845,0.0259761
630,OX,52,4,10,3,0.00015447,0.00289714,0.0533181
640,AOX,39,3,9,3,0.00015624,0.00315372,0.0495415
650,PL,66,3,27,3,0.00186558,0.00383118,0.486947
660,OX,64,5,0,0,3.23e-05,0.00261747,0.0123402
670,GOX,47,3,0,0,0.00011094,0.00219631,0.050512
680,OX,43,3,0,0,3.003e-05,0.00180957,0.0165951
690,GrPX,51,3,0,0,8.243e-05,0.00190435,0.0432851
700,GrPX,24,3,0,0,7.502e-05,0.00155125,0.048361
710,PMX,70,4,24,3,4.176e-05,0.00414868,0.0100659
720,UOX,128,4,30,4,4.316e-05,0.00491241,0.00878591
730,PMX,42,3,0,0,5.07e-05,0.00199519,0.0254111
740,AOX,71,3,0,0,3.194e-05,0.00213123,0.0149867
750,GOX,74,4,0,0,9.206e-05,0.0019739,0.0466386
760,PL,59,3,0,0,0.00185726,0.00201587,0.921319
770,GrPX,46,3,123,6,8.155e-05,0.00728391,0.0111959
780,PMX,34,4,0,0,5.353e-05,0.00229513,0.0233233
790,UOX,213,4,24,4,4.187e-05,0.00526339,0.00795495
800,UOX,124,3,34,3,4.225e-05,0.00368293,0.0114718
810,GrPX,35,3,0,0,8.211e-05,0.00185819,0.0441882
820,PL,51,3,12,3,0.00181704,0.00342258,0.530898
830,PMX,38,3,0,0,5.396e-05,0.00171033,0.0315495
840,LOX,57,4,10,3,0.00015564,0.00375568,0.0414412
850,PL,21,3,0,0,0.0017574,0.00158362,1.10974
860,LOX,21,5,20,3,3.257e-05,0.00386286,0.00843158
870,LOX,19,4,1,3,3.167e-05,0.0037829,0.00837188
880,AOX,71,4,0,0,0.00014499,0.00289961,0.0500033
890,AOX,34,3,0,0,3.379e-05,0.00190137,0.0177714
900,LOX,71,3,0,0,3.352e-05,0.00255695,0.0131094
910,OX,46,4,0,0,0.00014945,0.0025968,0.0575516
920,GOX,37,4,75,4,0.00011493,0.00592892,0.0193846
930,EAX,101,6,0,0,0.00042291,0.00427656,0.0988903
940,GrPX,35,3,17,3,8.474e-05,0.00348285,0.0243306
950,UOX,205,3,0,0,0.0001607,0.00265287,0.0605759
960,PMX,26,3,11,3,5.553e-05,0.00365906,0.015176
970,OX,46,3,0,0,3.078e-05,0.00170548,0.0180477
980,LOX,20,3,0,0,3.219e-05,0.00138595,0.023226
990,GOX,44,5,0,0,0.0002184,0.00278477,0.0784266
1000,GOX,61,3,0,0,0.00021524,0.00202444,0.106321
1010,PL,51,3,20,4,0.00179464,0.00442552,0.40552
1020,PMX,18,3,0,0,5.529e-05,0.00185438,0.0298159
1030,LOX,56,3,2,3,3.301e-05,0.00394211,0.00837369
1040,LOX,32,4,11,3,3.756e-05,0.00358943,0.0104641
1050,OX,39,3,80,6,3.151e-05,0.00656556,0.00479929
1060,PL,49,4,19,3,0.00185885,0.00339304,0.547842
1070,GOX,64,4,8,3,0.00024701,0.00367106,0.0672857
1080,GrPX,46,3,0,0,8.595e-05,0.00212631,0.0404221
1090,PL,61,3,0,0,0.00186547,0.00161899,1.15224
1100,OX,56,3,20,3,0.00014699,0.003496,0.0420452
1110,PMX,56,4,17,3,0.00016669,0.00436961,0.0381476
1120,UOX,83,4,19,3,4.184e-05,0.00335502,0.0124709
1130,PMX,50,3,16,3,4.755e-05,0.00310574,0.0153104
1140,AOX,5,3,0,0,3.157e-05,0.00132484,0.0238293
1150,OX,66,3,104,5,3.146e-05,0.005648,0.00557012
1160,OX,20,3,20,3,3.213e-05,0.00239508,0.013415
1170,AOX,24,3,0,0,3.124e-05,0.00150499,0.0207576
1180,AOX,47,3,23,4,3.132e-05,0.00409944,0.00764007
1190,AOX,96,5,0,0,0.00015079,0.00308874,0.0488193
1200,PL,92,4,0,0,0.00189818,0.00299288,0.634232
1210,GrPX,69,3,0,0,8.457e-05,0.00228254,0.0370508
1220,PL,37,4,0,0,0.00181781,0.00225559,0.805914
1230,AOX,9,3,9,3,3.279e-05,0.00297649,0.0110163
1240,GrPX,26,3,0,0,8.174e-05,0.00145879,0.0560327
1250,PMX,53,3,0,0,5.036e-05,0.00208463,0.0241578
1260,PMX,98,4,9,3,4.349e-05,0.00383448,0.0113418
1270,EAX,101,4,92,6,0.00029531,0.00809408,0.0364847
1280,GOX,8,3,0,0,0.00011145,0.00108949,0.102296
1290,GrPX,43,3,27,4,8.696e-05,0.0040231,0.0216152
1300,AOX,36,5,54,5,3.142e-05,0.00608105,0.00516687
1310,AOX,22,3,0,0,3.015e-05,0.00143295,0.0210405
1320,OX,13,3,23,3,3.25e-05,0.00274008,0.011861
1330,PMX,57,4,0,0,4.649e-05,0.00224341,0.0207229
1340,OX,44,3,0,0,0.00015259,0.0019076,0.0799906
1350,EAX,106,4,137,5,0.0003632,0.00788,0.0460914
1360,UOX,224,4,0,0,0.0001654,0.00318563,0.0519207
1370,UOX,129,3,0,0,0.00017059,0.00257905,0.0661445
1380,PMX,16,3,23,4,4.568e-05,0.00398001,0.0114774
1390,UOX,186,4,0,0,4.326e-05,0.00401873,0.0107646
1400,EAX,126,4,31,3,0.00041409,0.0059691,0.0693723
1410,LOX,24,3,18,3,3.317e-05,0.00335106,0.00989836
1420,GOX,41,4,0,0,0.00024387,0.00201148,0.121239
1430,AOX,44,4,0,0,0.00016068,0.00235382,0.0682635
1440,PL,56,3,0,0,0.001849,0.00237884,0.777269
1450,PMX,50,4,0,0,6.066e-05,0.00259504,0.0233754
1460,PL,44,3,0,0,0.00183626,0.00181077,1.01408
1470,UOX,181,5,0,0,4.429e-05,0.00308983,0.0143341
1480,GrPX,28,4,0,0,8.505e-05,0.00199081,0.0427213
1490,OX,68,5,0,0,3.028e-05,0.00259423,0.0116721
1500,PMX,26,3,0,0,4.204e-05,0.0017089,0.0246006
1510,UOX,136,4,0,0,4.439e-05,0.0031009,0.0143152
1520,OX,27,3,0,0,3.667e-05,0.00142403,0.0257509
1530,GOX,62,4,0,0,0.0002231,0.00306774,0.0727245
1540,GOX,20,3,0,0,0.00011554,0.00152682,0.0756736
1550,OX,53,3,0,0,3.193e-05,0.00171919,0.0185727
1560,EAX,95,5,150,6,0.00036128,0.00959142,0.037667
1570,PMX,87,3,0,0,0.00016319,0.00198831,0.0820747
1580,GOX,49,3,0,0,0.00022808,0.002128,0.107181
1590,GOX,85,8,0,0,0.00021991,0.0058729,0.0374449
1600,AOX,54,3,0,0,3.248e-05,0.00172882,0.0187874
1610,PMX,27,3,22,4,5.718e-05,0.00327048,0.0174837
1620,LOX,26,3,13,3,3.664e-05,0.00418283,0.00875962
1630,AOX,10,3,24,4,3.104e-05,0.00383029,0.00810383
1640,PL,45,3,0,0,0.00180982,0.00171931,1.05264
1650,GOX,20,3,0,0,0.0001254,0.0015556,0.080612
1660,LOX,31,3,2,3,3.105e-05,0.00295869,0.0104945
1670,GOX,51,3,0,0,0.00024769,0.00198926,0.124514
1680,EAX,127,5,0,0,0.000415969,0.00401824,0.10352
1690,GOX,70,4,21,3,0.00010432,0.00382997,0.0272378
1700,EAX,136,6,0,0,0.00041355,0.00520838,0.0794009
1710,UOX,196,4,0,0,4.433e-05,0.00270928,0.0163623
1720,OX,36,3,0,0,0.00015755,0.00149464,0.10541
1730,EAX,129,4,0,0,0.00034468,0.00390629,0.0882372
1740,GOX,19,3,0,0,0.00011722,0.00137083,0.0855102
1750,AOX,52,3,19,3,0.00015496,0.00393262,0.0394038
1760,GOX,43,4,0,0,0.00022741,0.00213026,0.106752
1770,OX,17,3,0,0,3.154e-05,0.00160511,0.0196498
1780,UOX,194,5,2,3,4.367e-05,0.00475093,0.00919189
1790,LOX,29,3,0,0,3.275e-05,0.00173727,0.0188514
1800,PL,14,3,0,0,0.00170826,0.00160049,1.06734
1810,PMX,68,5,64,6,4.674e-05,0.00688928,0.00678445
1820,OX,28,3,0,0,3.117e-05,0.00137235,0.0227129
1830,GOX,64,4,0,0,0.00023746,0.00288645,0.0822671
1840,PL,92,4,0,0,0.00186997,0.00249815,0.748542
1850,UOX,198,3,0,0,4.453e-05,0.00240552,0.0185116
1860,AOX,31,4,17,4,3.091e-05,0.00322132,0.00959545
1870,PL,31,3,0,0,0.00177568,0.002039,0.870859
1880,PL,22,3,0,0,0.00181224,0.00163899,1.10571
1890,EAX,137,5,16,3,0.00039175,0.00528096,0.0741816
1900,UOX,0,3,0,0,4.704e-05,0.0010857,0.0433269
1910,UOX,225,4,46,5,4.362e-05,0.00580195,0.00751816
1920,GOX,36,3,0,0,0.00024268,0.00153046,0.158567
1930,UOX,212,4,26,4,0.00016515,0.00538798,0.0306516
1940,UOX,165,3,13,3,4.422e-05,0.00412563,0.0107184
1950,OX,43,4,0,0,0.00014462,0.00202057,0.0715739
1960,EAX,144,5,59,5,0.00039319,0.0085098,0.0462044
1970,EAX,120,4,0,0,0.00044148,0.00378385,0.116675
1980,PL,50,3,0,0,0.00180835,0.00197199,0.917018
1990,OX,1,3,0,0,3.283e-05,0.00111248,0.0295106
2000,GOX,63,5,0,0,0.00010951,0.0034805,0.0314639
2010,LOX,28,3,29,5,3.382e-05,0.00393945,0.00858496
2020,GOX,28,3,23,3,9.564e-05,0.00333557,0.0286728
2030,EAX,128,4,73,4,0.00041758,0.00676076,0.0617653
2040,LOX,7,3,0,0,3.307e-05,0.0014945,0.0221278
2050,LOX,19,3,0,0,3.265e-05,0.00127678,0.0255721
2060,OX,0,3,3,3,3.667e-05,0.002262,0.0162113
2070,OX,20,3,0,0,3.243e-05,0.00190729,0.0170032
2080,GrPX,77,3,0,0,8.376e-05,0.00230105,0.0364008
2090,EAX,0,3,24,4,0.00014869,0.00320288,0.0464238
2100,GrPX,59,3,0,0,8.448e-05,0.00171915,0.0491406
2110,AOX,7,3,0,0,3.333e-05,0.00124812,0.0267042
2120,OX,51,3,18,3,2.938e-05,0.00288372,0.0101882
2130,GOX,50,3,29,5,0.00022861,0.00359305,0.0636256
2140,EAX,132,5,57,6,0.00037576,0.00905261,0.0415085
2150,AOX,18,3,0,0,3.317e-05,0.00162587,0.0204014
2160,EAX,117,5,0,0,0.00044188,0.00473248,0.0933718
2170,EAX,85,6,0,0,0.00042286,0.00534962,0.0790449
2180,LOX,24,3,0,0,3.219e-05,0.00169414,0.0190008
2190,PL,62,4,0,0,0.00182873,0.00209539,0.87274
2200,GOX,35,3,0,0,0.00022517,0.00217643,0.103458
2210,GrPX,53,3,5,3,8.616e-05,0.00327911,0.0262754
2220,OX,22,3,0,0,3.198e-05,0.00159599,0.0200377
2230,AOX,5,3,0,0,3.244e-05,0.00115181,0.0281644
2240,EAX,87,4,76,4,0.00044002,0.00661489,0.0665196
2250,PL,28,3,0,0,0.00183613,0.00210095,0.873952
2260,OX,26,3,20,3,3.206e-05,0.00299186,0.0107157
2270,LOX,33,3,13,3,3.154e-05,0.00369206,0.00854266
2280,UOX,203,5,0,0,5.028e-05,0.00334813,0.0150173
2290,OX,6,3,26,3,3.368e-05,0.00288663,0.0116676
2300,LOX,37,3,0,0,0.00015185,0.00192569,0.0788549
2310,EAX,148,7,0,0,0.00038517,0.00577863,0.0666542
2320,UOX,171,3,0,0,0.00016553,0.00235796,0.0702005
2330,EAX,113,4,104,4,0.00037386,0.00772548,0.0483931
2340,GOX,72,3,48,6,9.371e-05,0.00616849,0.0151917
2350,LOX,53,4,0,0,3.286e-05,0.00231739,0.0141797
2360,GOX,48,4,22,3,0.00020932,0.00365256,0.0573078
2370,OX,8,3,0,0,3.12e-05,0.00121628,0.025652
2380,OX,12,3,0,0,3.115e-05,0.00178828,0.017419
2390,GrPX,27,3,0,0,8.114e-05,0.00216259,0.0375198
2400,OX,14,3,0,0,3.128e-05,0.00165636,0.0188848
2410,UOX,191,4,0,0,4.581e-05,0.00314957,0.0145448
2420,LOX,16,3,0,0,3.725e-05,0.0013587,0.0274159
2430,UOX,168,3,0,0,0.00017763,0.00269633,0.0658785
2440,PMX,32,3,0,0,4.393e-05,0.001582,0.0277686
2450,LOX,40,3,12,3,3.286e-05,0.00308104,0.0106652
2460,AOX,20,3,0,0,3.452e-05,0.00128388,0.0268872
2470,OX,21,4,0,0,3.254e-05,0.00264386,0.0123078
2480,EAX,130,5,0,0,0.00043637,0.00473485,0.0921613
2490,UOX,265,4,27,3,0.0001666,0.00505739,0.0329419
2500,GOX,51,3,0,0,0.00022843,0.00153999,0.148332
2510,EAX,90,5,0,0,0.00042645,0.00397541,0.107272
2520,UOX,230,5,71,5,4.309e-05,0.0067193,0.00641287
2530,UOX,211,5,67,5,0.00017305,0.00718451,0.0240865
2540,PMX,62,3,0,0,0.00016562,0.00224844,0.07366
2550,UOX,178,4,26,3,4.413e-05,0.00476722,0.00925697
2560,GOX,32,3,12,3,0.00019886,0.00326301,0.0609437
2570,EAX,147,5,22,3,0.00042413,0.00633851,0.0669132
2580,GrPX,52,3,0,0,8.901e-05,0.00196914,0.0452025
2590,EAX,145,5,45,3,0.00041776,0.00607547,0.0687618
2600,LOX,83,5,0,0,3.144e-05,0.00280578,0.0112054
2610,PL,44,3,0,0,0.00184961,0.00179031,1.03312
2620,EAX,129,4,101,4,0.00040121,0.00850672,0.0471639
2630,GrPX,38,3,16,3,8.183e-05,0.00327565,0.0249813
2640,GrPX,76,5,0,0,8.817e-05,0.00317207,0.0277957
2650,GrPX,48,4,0,0,8.058e-05,0.00289,0.0278824
2660,EAX,137,5,0,0,0.00045584,0.00477995,0.095365
2670,AOX,48,5,80,5,3.267e-05,0.00719614,0.00453993
2680,PMX,7,3,0,0,3.741e-05,0.00125,0.029928
2690,UOX,216,4,0,0,0.0001703,0.00328799,0.0517946
2700,EAX,146,7,0,0,0.00042018,0.00426895,0.098427
2710,PL,83,4,11,3,0.00187943,0.0049011,0.383471
2720,OX,2,3,12,3,3.243e-05,0.00265722,0.0122045
2730,GOX,26,3,0,0,0.00011665,0.00176512,0.0660862
2740,LOX,66,4,0,0,3.163e-05,0.00228341,0.0138521
2750,LOX,64,4,0,0,0.00014854,0.00266473,0.055743
2760,UOX,224,4,0,0,0.000166,0.00336292,0.0493619
2770,AOX,57,4,0,0,0.00015916,0.00224637,0.0708521
2780,UOX,156,6,10,3,4.392e-05,0.00518073,0.00847757
2790,LOX,0,3,10,3,3.24e-05,0.0022836,0.0141881
2800,LOX,60,3,0,0,3.147e-05,0.0020097,0.0156591
2810,AOX,15,3,59,5,3.299e-05,0.00610292,0.00540561
2820,AOX,68,4,30,3,3.021e-05,0.0040173,0.00751998
2830,OX,35,3,0,0,3.228e-05,0.00177949,0.01814
2840,PMX,65,4,0,0,4.773e-05,0.00195878,0.0243672
2850,AOX,2,3,0,0,3.268e-05,0.00132675,0.0246316
2860,EAX,101,5,0,0,0.00032926,0.00428434,0.076852
2870,LOX,44,3,19,4,0.00015933,0.00395605,0.040275
2880,EAX,126,5,9,3,0.00034417,0.00544381,0.0632223
2890,PMX,13,3,20,3,3.616e-05,0.00324761,0.0111343
2900,GrPX,36,3,16,4,8.499e-05,0.00419453,0.0202621
2910,EAX,176,5,109,5,0.00046444,0.0085461,0.0543453
2920,LOX,23,3,7,3,3.168e-05,0.00346431,0.00914468
2930,EAX,139,5,24,3,0.00040316,0.00550462,0.0732403
2940,PL,92,3,21,4,0.00185452,0.00366233,0.506377
2950,UOX,143,3,36,3,4.461e-05,0.00386039,0.0115558
2960,EAX,132,5,88,6,0.00042467,0.00827555,0.0513162
2970,PL,75,5,0,0,0.00192025,0.0033329,0.57615
2980,LOX,38,3,7,3,0.00015591,0.00318915,0.0488876
2990,EAX,126,4,0,0,0.00032353,0.00377616,0.085677
3000,GOX,69,4,0,0,0.0002361,0.0028221,0.0836611
3010,UOX,164,3,0,0,4.387e-05,0.002246,0.0195325
3020,AOX,10,3,0,0,3.197e-05,0.00156403,0.0204408
3030,LOX,12,3,0,0,0.00015515,0.00148028,0.104811
3040,UOX,243,4,0,0,4.395e-05,0.00401346,0.0109507
3050,UOX,179,4,41,4,0.00017394,0.00536282,0.0324344
3060,GrPX,43,3,0,0,8.782e-05,0.00185375,0.0473742
3070,OX,79,4,0,0,0.00015025,0.00225889,0.066515
3080,EAX,126,4,0,0,0.00042748,0.0045573,0.0938012
3090,PL,74,4,12,3,0.00183325,0.00388198,0.472246
3100,GrPX,26,3,0,0,7.954e-05,0.00182809,0.0435099
3110,GOX,75,5,0,0,0.00023155,0.00310403,0.0745966
3120,LOX,28,3,18,4,3.5829e-05,0.00408096,0.00877955
3130,GrPX,35,3,47,4,8.292e-05,0.00464849,0.0178381
3140,AOX,70,4,0,0,3.27e-05,0.00211505,0.0154606
3150,GOX,60,4,0,0,0.0002359,0.00248402,0.094967
3160,GOX,62,3,11,4,0.0001157,0.00362298,0.031935
3170,GOX,33,3,23,4,0.00023088,0.00431931,0.053453
3180,OX,19,3,3,3,3.011e-05,0.00253374,0.0118836
3190,AOX,49,3,0,0,0.00014749,0.00199593,0.0738954
3200,PMX,26,3,0,0,4.535e-05,0.00145919,0.0310789
3210,EAX,110,5,0,0,0.00035802,0.00476538,0.0751294
3220,OX,3,3,0,0,3.187e-05,0.00109464,0.0291146
3230,PL,55,3,0,0,0.00184548,0.00189852,0.972062
3240,GrPX,38,4,22,3,7.708e-05,0.00436686,0.0176511
3250,LOX,0,3,0,0,3.146e-05,0.00097538,0.0322541
3260,UOX,272,3,5,3,0.000187239,0.00444421,0.042131
3270,GrPX,92,5,0,0,8.611e-05,0.00343118,0.0250963
3280,GrPX,48,3,11,3,8.81e-05,0.00357918,0.0246146
3290,AOX,8,3,0,0,3.191e-05,0.00137268,0.0232465
3300,EAX,99,4,0,0,0.0003567,0.0040212,0.0887049
3310,EAX,121,5,76,4,0.00030207,0.00780057,0.0387241
3320,UOX,244,3,11,3,4.901e-05,0.00395122,0.0124038
3330,LOX,25,3,20,3,3.237e-05,0.0034992,0.00925069
3340,GOX,50,4,0,0,8.857e-05,0.00186924,0.0473829
3350,GrPX,62,3,0,0,9.748e-05,0.00226276,0.0430801
3360,PL,93,4,0,0,0.00191221,0.00254161,0.752362
3370,GrPX,60,3,14,3,8.921e-05,0.0035664,0.025014
3380,PL,55,3,41,5,0.00188555,0.00515045,0.366094
3390,GrPX,96,3,26,3,7.855e-05,0.0041457,0.0189473
3400,EAX,98,4,0,0,0.00037972,0.00377513,0.100585
3410,PL,33,3,32,3,0.00182775,0.00381469,0.479135
3420,PL,71,3,0,0,0.00186203,0.00240941,0.772816
3430,GOX,21,5,19,3,0.00012061,0.00429633,0.0280728
3440,UOX,181,5,0,0,4.262e-05,0.00336925,0.0126497
3450,GrPX,29,3,24,4,7.508e-05,0.00337849,0.022223
3460,EAX,119,5,155,4,0.00038198,0.00796675,0.0479468
3470,GrPX,65,3,0,0,8.453e-05,0.00178124,0.0474557
3480,PL,64,4,47,3,0.00179773,0.00473117,0.379976
3490,PL,40,4,0,0,0.00182154,0.00241664,0.753749
3500,UOX,182,4,33,4,0.00017547,0.00515755,0.034022
3510,EAX,120,4,0,0,0.00039656,0.0043731,0.0906817
3520,OX,20,3,5,3,3.302e-05,0.00275478,0.0119864
3530,PL,26,3,0,0,0.00173824,0.0017655,0.98456
3540,GOX,60,4,37,4,0.00012354,0.00543667,0.0227235
3550,PL,45,4,20,3,0.00178557,0.00352429,0.506647
3560,GOX,46,3,0,0,0.00011609,0.0020994,0.0552968
3570,LOX,34,3,0,0,0.00015349,0.0021914,0.070042
3580,PL,105,4,58,4,0.00192105,0.00674049,0.285001
3590,LOX,40,3,0,0,3.01e-05,0.00185303,0.0162437
3600,LOX,39,3,0,0,3.195e-05,0.00214507,0.0148946
3610,PMX,61,4,0,0,4.951e-05,0.00263014,0.0188241
3620,LOX,28,3,18,3,3.169e-05,0.00257378,0.0123126
3630,EAX,122,5,0,0,0.00034456,0.00392488,0.0877887
3640,GrPX,22,3,0,0,8.534e-05,0.00145049,0.0588353
3650,EAX,89,4,0,0,0.0004656,0.00305638,0.152337
3660,PMX,6,3,0,0,4.142e-05,0.00109252,0.0379123
3670,GOX,102,3,0,0,0.00021339,0.00310219,0.0687869
3680,PL,34,3,0,0,0.00178773,0.00223832,0.798693
3690,EAX,137,5,29,3,0.00041111,0.00540173,0.0761071
3700,EAX,137,5,27,4,0.00039973,0.00648137,0.0616737
3710,UOX,0,3,29,3,4.403e-05,0.00278516,0.0158088
3720,PL,75,6,0,0,0.0018088,0.00437073,0.413844
3730,PL,0,3,0,0,0.00170135,0.0009858,1.72586
3740,LOX,68,3,28,3,0.00015889,0.00427535,0.0371642
3750,PMX,20,3,0,0,5.299e-05,0.00143819,0.0368449
