iteration,crossover_type,feasible_before,feasible_after,dist_p1p2_edge,dist_p1p2_pl,edge_p1_before,edge_p2_before,edge_p1_after,edge_p2_after,pl_p1_before,pl_p2_before,pl_p1_after,pl_p2_after
0,PMX,1,1,0.418033,5,0.188525,0.352459,0.180328,0.360656,2.1,3.5,2,3.8
50,PMX,0,1,0.491803,5.1,0.286885,0.393443,0.327869,0.42623,3.2,3.9,3.3,4.1
100,PMX,0,0,0.147541,1.2,0.0327869,0.131148,0.0491803,0.106557,0.4,1,0.5,0.7
150,PMX,0,1,0.409836,4.9,0.188525,0.385246,0.221311,0.442623,2,4.5,2.1,4.5
200,PMX,1,1,0.262295,2.8,0.172131,0.163934,0.114754,0.163934,1.5,1.7,0.9,2.1
250,PMX,0,1,0.442623,5.2,0.286885,0.270492,0.303279,0.401639,3.2,3.6,3.1,4.5
300,PMX,0,0,0.295082,2.3,0.229508,0.0819672,0.221311,0.131148,1.6,0.9,1.7,1.1
350,PMX,0,1,0.442623,5.2,0.245902,0.221311,0.319672,0.237705,3,2.6,3.5,2.5
400,PMX,0,0,0.254098,2.4,0.204918,0.0901639,0.262295,0.139344,1.6,0.9,2.2,1.5
450,PMX,1,1,0.237705,2.2,0.0327869,0.245902,0,0.237705,0.2,2.4,0,2.2
500,PMX,0,1,0.311475,3.7,0.196721,0.147541,0.213115,0.155738,2.9,1.5,2.9,1.3
550,PMX,1,1,0.139344,1.2,0.057377,0.131148,0.0409836,0.0983607,0.4,1.1,0.3,0.9
600,PMX,0,0,0.286885,3,0.114754,0.270492,0.131148,0.221311,1,2.9,1.1,2.3
650,PMX,0,0,0.442623,4.8,0.114754,0.418033,0.106557,0.418033,1.2,4.4,0.8,4.9
700,PMX,1,1,0.303279,3.8,0.122951,0.336066,0.180328,0.360656,1.4,4.2,1.6,4.2
750,PMX,0,0,0.319672,3.1,0.319672,0,0.319672,0,3.1,0,3.1,0
800,PMX,0,0,0.360656,4.3,0.155738,0.303279,0.163934,0.319672,1.5,3.9,2,3.7
850,PMX,0,0,0.368852,3.3,0.155738,0.221311,0.155738,0.262295,1.4,2.1,1.4,2.4
900,PMX,0,0,0.319672,2.9,0.270492,0.114754,0.188525,0.147541,2.7,0.6,2.1,0.8
950,PMX,0,0,0.221311,2.2,0.0901639,0.204918,0.0409836,0.188525,0.9,1.8,0.6,1.6
1000,PMX,0,0,0.262295,2.6,0.122951,0.295082,0.0901639,0.237705,1.5,3.3,0.9,2.1
1050,PMX,1,1,0.114754,0.8,0.0983607,0.0409836,0.0409836,0.0737705,0.8,0.3,0.3,0.5
1100,PMX,0,0,0.336066,3.3,0.393443,0.122951,0.327869,0.172131,4.2,1.6,4.1,1.7
